,index,Unnamed: 0,mig_ext_sex,mig_ext_age,mig_ext_motivo,mig_ext_motivo/1,mig_ext_motivo/2,mig_ext_motivo/3,mig_ext_motivo/4,mig_ext_motivo/5,mig_ext_motivo/6,mig_ext_motivo/7,mig_ext_motivo/8,mig_ext_motivo/9,mig_ext_motivo/10,mig_ext_motivo/11,mig_ext_motivo/12,mig_ext_motivo/13,mig_ext_motivo/14,mig_ext_motivo/15,mig_ext_motivo/16,mig_ext_motivo/99,mig_ext_acompany,mig_ext_acompany/1,mig_ext_acompany/2,mig_ext_acompany/3,mig_ext_acompany/4,mig_ext_acompany/5,mig_ext_acompany/6,mig_ext_acompany/7,mig_ext_acompany/8,mig_ext_acompany/9,mig_ext_acompany/99,mig_ext_medio,mig_ext_medio/1,mig_ext_medio/2,mig_ext_medio/3,mig_ext_medio/4,mig_ext_medio/5,mig_ext_medio/6,mig_ext_medio/7,mig_ext_medio/8,mig_ext_medio/9,mig_ext_medio/10,mig_ext_medio/11,mig_ext_medio/12,mig_ext_medio/99,mig_ext_cost_awareness,mig_ext_cost_currency,mig_ext_cost_total,mig_ext_attempts,mig_ext_cost_dist_awareness,mig_ext_cost_transportation,mig_ext_cost_subsistence,mig_ext_cost_intermediaries,mig_ext_cost_other,sum_gasto_viaje,note_mig_calculo,mig_ext_finance,mig_ext_finance/1,mig_ext_finance/2,mig_ext_finance/3,mig_ext_finance/4,mig_ext_finance/5,mig_ext_finance/6,mig_ext_finance/7,mig_ext_finance/8,mig_ext_finance/9,mig_ext_finance/10,mig_ext_finance/11,mig_ext_finance/99,mig_ext_violence,mig_ext_violence/1,mig_ext_violence/2,mig_ext_violence/3,mig_ext_violence/4,mig_ext_violence/5,mig_ext_violence/6,mig_ext_violence/7,mig_ext_violence/8,mig_ext_violence/9,mig_ext_violence/10,mig_ext_violence/11,mig_ext_violence/99,mig_ext_violence_who,mig_ext_violence_who/1,mig_ext_violence_who/2,mig_ext_violence_who/3,mig_ext_violence_who/4,mig_ext_violence_who/5,mig_ext_violence_who/6,mig_ext_violence_who/7,mig_ext_violence_who/99,mig_ext_country,mig_ext_country_other,mig_ext_llego,mig_ext_return,_index,_parent_table_name,rsp_id,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission__tags,country,mig_ext_finance_group/1,mig_ext_finance_group/2,mig_ext_finance_group/3,mig_ext_medio_group/1,mig_ext_medio_group/2,mig_ext_medio_group/3,cost_per_attempt,migrated_yn,experienced_violence_sum,experienced_violence_yn,violence_strings
29,160,160,2,50,6 1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,5200.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1 3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,2,5.0,165,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,458,173409097,bba3ab9f-b251-4be6-beca-12ac39b15ce0,2021-04-24T00:41:58,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,5200.0,1,1.0,True,['Physical aggression']
30,165,165,2,28,2 6 8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,7800.0,2.0,99.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,170,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,484,173410475,83cbaa4b-c0e5-4ca0-bcc1-862f32a14265,2021-04-24T01:04:53,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,3900.0,1,1.0,True,['Extortion / Attempted extortion']
31,172,172,2,21,1 6 8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,9100.0,3.0,0.0,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,177,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,504,173411874,0aa36f89-135b-4ce8-be94-22b2051fdf5f,2021-04-24T01:34:03,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,3033.333333333333,1,1.0,True,['Other']
32,173,173,2,23,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,12350.0,3.0,0.0,,,,,,,4 5,0,0,0,1,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,1.0,178,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,511,173411886,55d68a61-8122-4f88-a547-d0027db6e15d,2021-04-24T01:34:10,,[],submitted_via_web,wfpmandeteam,[],GT,1,1,0,0,1,0,4116.666666666667,1,1.0,True,['Other']
33,175,175,1,20,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,7800.0,3.0,1.0,0.0,0.0,100.0,0.0,100.0,,10,0,0,0,0,0,0,0,0,0,1,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,180,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,521,173412627,545fea19-58aa-419c-826f-95a398478632,2021-04-24T01:51:30,,[],submitted_via_web,wfpmandeteam,[],GT,0,0,1,0,1,0,2600.0,1,1.0,True,['Other']
34,176,176,2,18,1 8 6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,13000.0,3.0,1.0,0.0,10.0,90.0,0.0,100.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,181,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,522,173412629,dfcf2005-9216-4d74-ae38-8d98a76b1029,2021-04-24T01:51:32,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,4333.333333333333,1,1.0,True,['Other']
35,177,177,2,29,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,13000.0,3.0,1.0,0.0,10.0,90.0,0.0,100.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,182,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,522,173412629,dfcf2005-9216-4d74-ae38-8d98a76b1029,2021-04-24T01:51:32,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,4333.333333333333,1,1.0,True,['Other']
36,194,194,2,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,11700.0,1.0,1.0,35.0,35.0,0.0,30.0,100.0,,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2,5.0,200,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,569,173422012,0c30c8c9-4ee7-47bc-9582-43bac8f7ddd8,2021-04-24T04:40:56,,[],submitted_via_web,,[],GT,1,0,0,0,0,1,11700.0,1,1.0,True,['Theft']
37,195,195,2,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1200.0,1.0,1.0,0.0,0.0,100.0,0.0,100.0,,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,99,,201,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,573,173422027,5e9900ca-19eb-496f-b7de-715e01855c69,2021-04-24T04:41:00,,[],submitted_via_web,,[],GT,0,1,0,0,0,1,1200.0,1,1.0,True,['Physical aggression']
38,202,202,2,28,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,9750.0,1.0,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,208,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,582,173422986,0065bc2c-4d62-42f5-9a7b-f760a1c042b9,2021-04-24T04:59:39,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,9750.0,1,1.0,True,['Physical aggression']
39,203,203,2,25,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,9750.0,1.0,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,209,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,582,173422986,0065bc2c-4d62-42f5-9a7b-f760a1c042b9,2021-04-24T04:59:39,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,9750.0,1,1.0,True,['Armed robbery']
40,209,209,1,32,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,11 99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,4,,218,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,610,173545780,b8333bce-cb25-40f1-8e0d-14db75d63fb6,2021-04-24T19:43:03,,[],submitted_via_web,wfpmandeteam,[],HND,1,0,0,0,0,1,,1,1.0,True,['Other']
41,214,214,1,49,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,1 7,1,0,0,0,0,0,1,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2 5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,223,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,615,173561237,3f2c1260-6871-4882-a7f0-276d75d7113b,2021-04-24T22:47:21,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,1,0,1,0,,1,1.0,True,['Sexual harassment or assault']
42,215,215,2,35,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,15600.0,1.0,1.0,50.0,10.0,30.0,10.0,100.0,,5,0,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,224,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,623,173561257,31eb3091-5a9b-4c93-b979-424d08534e60,2021-04-24T22:47:27,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,15600.0,1,1.0,True,['Threat / Intimidation']
43,216,216,2,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,3250.0,1.0,0.0,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,6.0,225,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,636,173564748,c855a750-3342-4e14-bb24-d4bd7c04a89f,2021-04-24T23:50:25,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,3250.0,1,1.0,True,['Other']
44,218,218,2,30,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,8060.0,1.0,0.0,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,3 4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,2,7.0,227,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,636,173564748,c855a750-3342-4e14-bb24-d4bd7c04a89f,2021-04-24T23:50:25,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,8060.0,1,2.0,True,"['Theft', 'Armed robbery']"
45,219,219,2,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,1690.0,2.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,2,6.0,228,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,637,173564749,59d9da2f-176e-425e-b622-a7aee09e5717,2021-04-24T23:50:31,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,845.0,1,1.0,True,['Threat / Intimidation']
46,223,223,2,41,1 7 2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,2.0,0.0,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,2,1.0,232,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,641,173564758,d1237fc6-ce4e-479e-8b48-f0647fc345cd,2021-04-24T23:51:05,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,,1,1.0,True,['Threat / Intimidation']
47,229,229,2,20,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,16250.0,3.0,0.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,6,1.0,238,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,653,173565302,5970fbea-997b-422e-8089-07a799561c5d,2021-04-25T00:10:15,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,5416.666666666667,1,1.0,True,['Armed robbery']
48,237,237,2,53,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,5.0,247,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,676,173566379,95ad395d-05be-4746-84e7-1cb2040737dc,2021-04-25T00:43:44,,[],submitted_via_web,wfpmandeteam,[],GT,0,0,0,0,1,0,,1,1.0,True,['Other']
49,248,248,2,22,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,2340.0,2.0,0.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,3 11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,257,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,720,173569162,6d97b772-a3fc-4b0a-937c-818360898629,2021-04-25T02:10:11,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,1170.0,1,1.0,True,['Theft']
50,249,249,1,35,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,5.0,258,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,723,173570074,d44b7c39-3e18-4350-b3f7-e44ed7fe0359,2021-04-25T02:28:54,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,,1,1.0,True,['Other']
51,266,266,1,24,1 9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,6 7 9,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,2.0,99.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,275,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,781,173703709,09079869-c25f-46a5-9763-e8031e1b9cbb,2021-04-25T18:36:54,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,1,1,0,,1,1.0,True,['Other']
52,272,272,2,18,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,16900.0,2.0,1.0,80.0,10.0,5.0,5.0,100.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,282,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,802,173730968,7b391097-041c-4a5e-a15e-d28de8be95d2,2021-04-25T22:21:43,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,8450.0,1,1.0,True,['Extortion / Attempted extortion']
53,273,273,2,49,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,10400.0,1.0,1.0,50.0,50.0,0.0,0.0,100.0,,8,0,0,0,0,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,,284,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,807,173736772,02401cf7-c62a-453a-8cc5-cca0ac97244d,2021-04-26T00:02:32,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,10400.0,1,1.0,True,['Threat / Intimidation']
54,274,274,2,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,11700.0,2.0,0.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,5 6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2 1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,,285,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,810,173736776,9b56cd0d-d7d2-4082-ab15-58142e5d6206,2021-04-26T00:02:35,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,5850.0,1,2.0,True,"['Threat / Intimidation', 'Physical aggression']"
55,276,276,2,22,2 8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,1.0,99.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,288,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,820,173736793,dad95c8d-84e2-461d-be67-845d386ea20f,2021-04-26T00:03:02,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,0,1,0,,1,1.0,True,['Other']
56,281,281,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,293,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,850,173738083,4301a03f-9d88-4ed4-85b7-dea1f04d91a6,2021-04-26T00:26:52,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,0,1,0,,1,1.0,True,['Kidnapping / Attempted kidnapping']
57,287,287,1,36,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,3000.0,1.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,,299,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,858,173738533,7780e8e4-ec5a-4100-b6d0-a26784a25625,2021-04-26T00:34:51,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,3000.0,1,1.0,True,['Sexual harassment or assault']
58,309,309,2,30,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,4.0,321,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,916,173750681,a33ce9e7-edb2-436f-b8ee-aad2bede325f,2021-04-26T03:46:33,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,1.0,True,['Other']
59,310,310,2,39,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,5980.0,1.0,0.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,1.0,322,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,919,173754761,936a7566-5a04-4e21-8af7-76e5f4a4a81e,2021-04-26T04:22:34,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,5980.0,1,1.0,True,['Armed robbery']
60,317,317,2,33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,5000.0,3.0,99.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,329,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,969,174001404,59693a1d-8e70-4493-983e-26f51c5486b2,2021-04-26T19:58:32,,[],submitted_via_web,,[],SLV,1,0,0,0,1,0,1666.666666666667,1,1.0,True,['Physical aggression']
61,318,318,2,29,1 2 9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,99,,330,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,975,174002684,ec7423df-4a9e-47f2-a361-0a96a0a78a30,2021-04-26T20:03:02,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1,1.0,True,['Other']
